"","date","targetTeam","rank"
"10806",2016-12-11,"Detroit Red Wings",20
"10807",2016-12-12,"Detroit Red Wings",16
"10808",2016-12-13,"Detroit Red Wings",16
"10809",2016-12-14,"Detroit Red Wings",16
"10810",2016-12-15,"Detroit Red Wings",17
"10811",2016-12-16,"Detroit Red Wings",20
"10812",2016-12-17,"Detroit Red Wings",21
"10813",2016-12-18,"Detroit Red Wings",20
"10814",2016-12-19,"Detroit Red Wings",21
"10815",2016-12-20,"Detroit Red Wings",22
"10816",2016-12-21,"Detroit Red Wings",23
"10817",2016-12-22,"Detroit Red Wings",23
"10818",2016-12-23,"Detroit Red Wings",25
"10819",2016-12-27,"Detroit Red Wings",24
"10820",2016-12-28,"Detroit Red Wings",24
"10821",2016-12-29,"Detroit Red Wings",24
"10822",2016-12-30,"Detroit Red Wings",23
"10823",2016-12-31,"Detroit Red Wings",24
"10824",2017-01-01,"Detroit Red Wings",25
"10825",2017-01-02,"Detroit Red Wings",23
"10826",2017-01-03,"Detroit Red Wings",24
"10827",2017-01-04,"Detroit Red Wings",26
"10828",2017-01-05,"Detroit Red Wings",26
"10829",2017-01-06,"Detroit Red Wings",25
"10830",2017-01-07,"Detroit Red Wings",25
"10831",2017-01-08,"Detroit Red Wings",26
"10832",2017-01-09,"Detroit Red Wings",26
"10833",2017-01-10,"Detroit Red Wings",26
"10834",2017-01-11,"Detroit Red Wings",26
"10835",2017-01-12,"Detroit Red Wings",26
"10836",2017-01-13,"Detroit Red Wings",27
"10837",2017-01-14,"Detroit Red Wings",27
"10838",2017-01-15,"Detroit Red Wings",26
"10839",2017-01-16,"Detroit Red Wings",26
"10840",2017-01-17,"Detroit Red Wings",24
"10841",2017-01-18,"Detroit Red Wings",25
"10842",2017-01-19,"Detroit Red Wings",24
"10843",2017-01-20,"Detroit Red Wings",24
"10844",2017-01-21,"Detroit Red Wings",22
"10845",2017-01-22,"Detroit Red Wings",24
"10846",2017-01-23,"Detroit Red Wings",22
"10847",2017-01-24,"Detroit Red Wings",22
"10848",2017-01-25,"Detroit Red Wings",21
"10849",2017-01-26,"Detroit Red Wings",21
"10850",2017-01-31,"Detroit Red Wings",25
"10851",2017-02-01,"Detroit Red Wings",27
"10852",2017-02-02,"Detroit Red Wings",27
"10853",2017-02-03,"Detroit Red Wings",28
"10854",2017-02-04,"Detroit Red Wings",26
"10855",2017-02-05,"Detroit Red Wings",24
"10856",2017-02-06,"Detroit Red Wings",24
"10857",2017-02-07,"Detroit Red Wings",24
"10858",2017-02-08,"Detroit Red Wings",23
"10859",2017-02-09,"Detroit Red Wings",23
"10860",2017-02-10,"Detroit Red Wings",23
"10861",2017-02-11,"Detroit Red Wings",24
"10862",2017-02-12,"Detroit Red Wings",25
"10863",2017-02-13,"Detroit Red Wings",26
"10864",2017-02-14,"Detroit Red Wings",26
"10865",2017-02-15,"Detroit Red Wings",27
"10866",2017-02-16,"Detroit Red Wings",27
"10867",2017-02-17,"Detroit Red Wings",27
"10868",2017-02-18,"Detroit Red Wings",27
"10869",2017-02-19,"Detroit Red Wings",26
"10870",2017-02-20,"Detroit Red Wings",25
"10871",2017-02-21,"Detroit Red Wings",25
"10872",2017-02-22,"Detroit Red Wings",25
"10873",2017-02-23,"Detroit Red Wings",25
"10874",2017-02-24,"Detroit Red Wings",25
"10875",2017-02-25,"Detroit Red Wings",25
"10876",2017-02-26,"Detroit Red Wings",25
"10877",2017-02-27,"Detroit Red Wings",25
"10878",2017-02-28,"Detroit Red Wings",25
"10879",2017-03-01,"Detroit Red Wings",25
"10880",2017-03-02,"Detroit Red Wings",25
"10881",2017-03-03,"Detroit Red Wings",25
"10882",2017-03-04,"Detroit Red Wings",25
"10883",2017-03-05,"Detroit Red Wings",26
"10884",2017-03-06,"Detroit Red Wings",28
"10885",2017-03-07,"Detroit Red Wings",28
"10886",2017-03-08,"Detroit Red Wings",28
"10887",2017-03-09,"Detroit Red Wings",28
"10888",2017-03-10,"Detroit Red Wings",28
"10889",2017-03-11,"Detroit Red Wings",27
"10890",2017-03-12,"Detroit Red Wings",27
"10891",2017-03-13,"Detroit Red Wings",27
"10892",2017-03-14,"Detroit Red Wings",27
"10893",2017-03-15,"Detroit Red Wings",27
"10894",2017-03-16,"Detroit Red Wings",27
"10895",2017-03-17,"Detroit Red Wings",26
"10896",2017-03-18,"Detroit Red Wings",26
"10897",2017-03-19,"Detroit Red Wings",25
"10898",2017-03-20,"Detroit Red Wings",25
"10899",2017-03-21,"Detroit Red Wings",26
"10900",2017-03-22,"Detroit Red Wings",25
"10901",2017-03-23,"Detroit Red Wings",25
"10902",2017-03-24,"Detroit Red Wings",25
"10903",2017-03-25,"Detroit Red Wings",26
"10904",2017-03-26,"Detroit Red Wings",26
"10905",2017-03-27,"Detroit Red Wings",26
"10906",2017-03-28,"Detroit Red Wings",25
"10907",2017-03-29,"Detroit Red Wings",25
"10908",2017-03-30,"Detroit Red Wings",25
"10909",2017-03-31,"Detroit Red Wings",25
"10910",2017-04-01,"Detroit Red Wings",25
"10911",2017-04-02,"Detroit Red Wings",26
"10912",2017-04-03,"Detroit Red Wings",26
"10913",2017-04-04,"Detroit Red Wings",24
"10914",2017-04-05,"Detroit Red Wings",25
"10915",2017-04-06,"Detroit Red Wings",26
"10916",2017-04-07,"Detroit Red Wings",26
"10917",2017-04-08,"Detroit Red Wings",26
"10918",2017-04-09,"Detroit Red Wings",26
"10919",2017-10-04,"Detroit Red Wings",0
"10920",2017-10-05,"Detroit Red Wings",6
"10921",2017-10-06,"Detroit Red Wings",1
"10922",2017-10-07,"Detroit Red Wings",1
"10923",2017-10-08,"Detroit Red Wings",1
"10924",2017-10-09,"Detroit Red Wings",1
"10925",2017-10-10,"Detroit Red Wings",5
"10926",2017-10-11,"Detroit Red Wings",6
"10927",2017-10-12,"Detroit Red Wings",12
"10928",2017-10-13,"Detroit Red Wings",3
"10929",2017-10-14,"Detroit Red Wings",1
"10930",2017-10-15,"Detroit Red Wings",2
"10931",2017-10-16,"Detroit Red Wings",3
"10932",2017-10-17,"Detroit Red Wings",4
"10933",2017-10-18,"Detroit Red Wings",9
"10934",2017-10-19,"Detroit Red Wings",10
"10935",2017-10-20,"Detroit Red Wings",12
"10936",2017-10-21,"Detroit Red Wings",10
"10937",2017-10-22,"Detroit Red Wings",13
"10938",2017-10-23,"Detroit Red Wings",13
"10939",2017-10-24,"Detroit Red Wings",13
"10940",2017-10-25,"Detroit Red Wings",18
"10941",2017-10-26,"Detroit Red Wings",18
"10942",2017-10-27,"Detroit Red Wings",18
"10943",2017-10-28,"Detroit Red Wings",19
"10944",2017-10-29,"Detroit Red Wings",17
"10945",2017-10-30,"Detroit Red Wings",20
"10946",2017-10-31,"Detroit Red Wings",21
"10947",2017-11-01,"Detroit Red Wings",14
"10948",2017-11-02,"Detroit Red Wings",16
"10949",2017-11-03,"Detroit Red Wings",19
"10950",2017-11-04,"Detroit Red Wings",20
"10951",2017-11-05,"Detroit Red Wings",23
"10952",2017-11-06,"Detroit Red Wings",20
"10953",2017-11-07,"Detroit Red Wings",10
"10954",2017-11-08,"Detroit Red Wings",13
"10955",2017-11-09,"Detroit Red Wings",14
"10956",2017-11-10,"Detroit Red Wings",16
"10957",2017-11-11,"Detroit Red Wings",19
"10958",2017-11-12,"Detroit Red Wings",15
"10959",2017-11-13,"Detroit Red Wings",16
"10960",2017-11-14,"Detroit Red Wings",17
"10961",2017-11-15,"Detroit Red Wings",19
"10962",2017-11-16,"Detroit Red Wings",13
"10963",2017-11-17,"Detroit Red Wings",14
"10964",2017-11-18,"Detroit Red Wings",10
"10965",2017-11-19,"Detroit Red Wings",13
"10966",2017-11-20,"Detroit Red Wings",12
"10967",2017-11-21,"Detroit Red Wings",13
"10968",2017-11-22,"Detroit Red Wings",13
"10969",2017-11-24,"Detroit Red Wings",16
"10970",2017-11-25,"Detroit Red Wings",18
"10971",2017-11-26,"Detroit Red Wings",16
"10972",2017-11-27,"Detroit Red Wings",17
"10973",2017-11-28,"Detroit Red Wings",18
"10974",2017-11-29,"Detroit Red Wings",19
"10975",2017-11-30,"Detroit Red Wings",22
"10976",2017-12-01,"Detroit Red Wings",24
"10977",2017-12-02,"Detroit Red Wings",24
"10978",2017-12-03,"Detroit Red Wings",25
"10979",2017-12-04,"Detroit Red Wings",25
"10980",2017-12-05,"Detroit Red Wings",25
"10981",2017-12-06,"Detroit Red Wings",23
"10982",2017-12-07,"Detroit Red Wings",23
"10983",2017-12-08,"Detroit Red Wings",25
"10984",2017-12-09,"Detroit Red Wings",25
"10985",2017-12-10,"Detroit Red Wings",26
"10986",2017-12-11,"Detroit Red Wings",26
"10987",2017-12-12,"Detroit Red Wings",26
"10988",2017-12-13,"Detroit Red Wings",27
"10989",2017-12-14,"Detroit Red Wings",26
"10990",2017-12-15,"Detroit Red Wings",26
"10991",2017-12-16,"Detroit Red Wings",26
"10992",2017-12-17,"Detroit Red Wings",26
"10993",2017-12-18,"Detroit Red Wings",26
"10994",2017-12-19,"Detroit Red Wings",27
"10995",2017-12-20,"Detroit Red Wings",26
"10996",2017-12-21,"Detroit Red Wings",26
"10997",2017-12-22,"Detroit Red Wings",27
"10998",2017-12-23,"Detroit Red Wings",27
"10999",2017-12-27,"Detroit Red Wings",28
"11000",2017-12-28,"Detroit Red Wings",28
"11001",2017-12-29,"Detroit Red Wings",28
"11002",2017-12-30,"Detroit Red Wings",28
"11003",2017-12-31,"Detroit Red Wings",28
"11004",2018-01-01,"Detroit Red Wings",25
"11005",2018-01-02,"Detroit Red Wings",25
"11006",2018-01-03,"Detroit Red Wings",25
"11007",2018-01-04,"Detroit Red Wings",24
"11008",2018-01-05,"Detroit Red Wings",24
"11009",2018-01-06,"Detroit Red Wings",24
"11010",2018-01-07,"Detroit Red Wings",24
"11011",2018-01-08,"Detroit Red Wings",24
"11012",2018-01-09,"Detroit Red Wings",24
"11013",2018-01-10,"Detroit Red Wings",25
"11014",2018-01-11,"Detroit Red Wings",25
"11015",2018-01-12,"Detroit Red Wings",25
"11016",2018-01-13,"Detroit Red Wings",25
"11017",2018-01-14,"Detroit Red Wings",26
"11018",2018-01-15,"Detroit Red Wings",24
"11019",2018-01-16,"Detroit Red Wings",24
"11020",2018-01-17,"Detroit Red Wings",24
"11021",2018-01-18,"Detroit Red Wings",24
"11022",2018-01-19,"Detroit Red Wings",24
"11023",2018-01-20,"Detroit Red Wings",26
"11024",2018-01-21,"Detroit Red Wings",27
"11025",2018-01-22,"Detroit Red Wings",27
"11026",2018-01-23,"Detroit Red Wings",24
"11027",2018-01-24,"Detroit Red Wings",24
"11028",2018-01-25,"Detroit Red Wings",24
"11029",2018-01-30,"Detroit Red Wings",25
"11030",2018-01-31,"Detroit Red Wings",25
"11031",2018-02-01,"Detroit Red Wings",24
"11032",2018-02-02,"Detroit Red Wings",24
"11033",2018-02-03,"Detroit Red Wings",24
"11034",2018-02-04,"Detroit Red Wings",24
"11035",2018-02-05,"Detroit Red Wings",24
"11036",2018-02-06,"Detroit Red Wings",24
"11037",2018-02-07,"Detroit Red Wings",25
"11038",2018-02-08,"Detroit Red Wings",25
"11039",2018-02-09,"Detroit Red Wings",25
"11040",2018-02-10,"Detroit Red Wings",25
"11041",2018-02-11,"Detroit Red Wings",25
"11042",2018-02-12,"Detroit Red Wings",24
"11043",2018-02-13,"Detroit Red Wings",25
"11044",2018-02-14,"Detroit Red Wings",24
"11045",2018-02-15,"Detroit Red Wings",25
"11046",2018-02-16,"Detroit Red Wings",25
"11047",2018-02-17,"Detroit Red Wings",25
"11048",2018-02-18,"Detroit Red Wings",25
"11049",2018-02-19,"Detroit Red Wings",25
"11050",2018-02-20,"Detroit Red Wings",25
"11051",2018-02-21,"Detroit Red Wings",25
"11052",2018-02-22,"Detroit Red Wings",25
"11053",2018-02-23,"Detroit Red Wings",25
"11054",2018-02-24,"Detroit Red Wings",25
"11055",2018-02-25,"Detroit Red Wings",24
"11056",2018-02-26,"Detroit Red Wings",22
"11057",2018-02-27,"Detroit Red Wings",22
"11058",2018-02-28,"Detroit Red Wings",23
"11059",2018-03-01,"Detroit Red Wings",23
"11060",2018-03-02,"Detroit Red Wings",23
"11061",2018-03-03,"Detroit Red Wings",24
"11062",2018-03-04,"Detroit Red Wings",25
"11063",2018-03-05,"Detroit Red Wings",25
"11064",2018-03-06,"Detroit Red Wings",25
"11065",2018-03-07,"Detroit Red Wings",25
"11066",2018-03-08,"Detroit Red Wings",25
"11067",2018-03-09,"Detroit Red Wings",25
"11068",2018-03-10,"Detroit Red Wings",25
"11069",2018-03-11,"Detroit Red Wings",26
"11070",2018-03-12,"Detroit Red Wings",26
"11071",2018-03-13,"Detroit Red Wings",26
"11072",2018-03-14,"Detroit Red Wings",27
"11073",2018-03-15,"Detroit Red Wings",27
"11074",2018-03-16,"Detroit Red Wings",27
"11075",2018-03-17,"Detroit Red Wings",27
"11076",2018-03-18,"Detroit Red Wings",27
"11077",2018-03-19,"Detroit Red Wings",27
"11078",2018-03-20,"Detroit Red Wings",27
"11079",2018-03-21,"Detroit Red Wings",26
"11080",2018-03-22,"Detroit Red Wings",26
"11081",2018-03-23,"Detroit Red Wings",26
"11082",2018-03-24,"Detroit Red Wings",27
"11083",2018-03-25,"Detroit Red Wings",27
"11084",2018-03-26,"Detroit Red Wings",27
"11085",2018-03-27,"Detroit Red Wings",27
"11086",2018-03-28,"Detroit Red Wings",27
"11087",2018-03-29,"Detroit Red Wings",27
"11088",2018-03-30,"Detroit Red Wings",26
"11089",2018-03-31,"Detroit Red Wings",26
"11090",2018-04-01,"Detroit Red Wings",26
"11091",2018-04-02,"Detroit Red Wings",26
"11092",2018-04-03,"Detroit Red Wings",26
"11093",2018-04-04,"Detroit Red Wings",26
"11094",2018-04-05,"Detroit Red Wings",26
"11095",2018-04-06,"Detroit Red Wings",26
"11096",2018-04-07,"Detroit Red Wings",26
"11097",2018-04-08,"Detroit Red Wings",26
"11098",2018-10-03,"Detroit Red Wings",0
"11099",2018-10-04,"Detroit Red Wings",6
"11100",2018-10-05,"Detroit Red Wings",15
"11101",2018-10-06,"Detroit Red Wings",17
"11102",2018-10-07,"Detroit Red Wings",24
"11103",2018-10-08,"Detroit Red Wings",25
"11104",2018-10-09,"Detroit Red Wings",15
"11105",2018-10-10,"Detroit Red Wings",19
"11106",2018-10-11,"Detroit Red Wings",20
"11107",2018-10-13,"Detroit Red Wings",25
"11108",2018-10-14,"Detroit Red Wings",27
"11109",2018-10-15,"Detroit Red Wings",27
"11110",2018-10-16,"Detroit Red Wings",27
"11111",2018-10-17,"Detroit Red Wings",29
"11112",2018-10-18,"Detroit Red Wings",29
"11113",2018-10-19,"Detroit Red Wings",30
"11114",2018-10-20,"Detroit Red Wings",31
"11115",2018-10-21,"Detroit Red Wings",30
"11116",2018-10-22,"Detroit Red Wings",30
"11117",2018-10-23,"Detroit Red Wings",30
"11118",2018-10-24,"Detroit Red Wings",31
"11119",2018-10-25,"Detroit Red Wings",31
"11120",2018-10-26,"Detroit Red Wings",31
"11121",2018-10-27,"Detroit Red Wings",31
"11122",2018-10-28,"Detroit Red Wings",31
"11123",2018-10-29,"Detroit Red Wings",31
"11124",2018-10-30,"Detroit Red Wings",31
"11125",2018-10-31,"Detroit Red Wings",29
"11126",2018-11-01,"Detroit Red Wings",29
"11127",2018-11-02,"Detroit Red Wings",29
"11128",2018-11-03,"Detroit Red Wings",29
"11129",2018-11-04,"Detroit Red Wings",29
"11130",2018-11-05,"Detroit Red Wings",29
"11131",2018-11-06,"Detroit Red Wings",29
"11132",2018-11-07,"Detroit Red Wings",29
"11133",2018-11-08,"Detroit Red Wings",29
"11134",2018-11-09,"Detroit Red Wings",29
"11135",2018-11-10,"Detroit Red Wings",28
"11136",2018-11-11,"Detroit Red Wings",24
"11137",2018-11-12,"Detroit Red Wings",25
"11138",2018-11-13,"Detroit Red Wings",25
"11139",2018-11-14,"Detroit Red Wings",22
"11140",2018-11-15,"Detroit Red Wings",22
"11141",2018-11-16,"Detroit Red Wings",24
"11142",2018-11-17,"Detroit Red Wings",25
"11143",2018-11-18,"Detroit Red Wings",19
"11144",2018-11-19,"Detroit Red Wings",22
"11145",2018-11-20,"Detroit Red Wings",22
"11146",2018-11-21,"Detroit Red Wings",23
"11147",2018-11-23,"Detroit Red Wings",18
"11148",2018-11-24,"Detroit Red Wings",20
"11149",2018-11-25,"Detroit Red Wings",21
"11150",2018-11-26,"Detroit Red Wings",21
"11151",2018-11-27,"Detroit Red Wings",21
"11152",2018-11-28,"Detroit Red Wings",23
"11153",2018-11-29,"Detroit Red Wings",20
"11154",2018-11-30,"Detroit Red Wings",21
"11155",2018-12-01,"Detroit Red Wings",21
"11156",2018-12-02,"Detroit Red Wings",21
"11157",2018-12-03,"Detroit Red Wings",21
"11158",2018-12-04,"Detroit Red Wings",21
"11159",2018-12-05,"Detroit Red Wings",19
"11160",2018-12-06,"Detroit Red Wings",20
"11161",2018-12-07,"Detroit Red Wings",17
"11162",2018-12-08,"Detroit Red Wings",18
"11163",2018-12-09,"Detroit Red Wings",20
"11164",2018-12-10,"Detroit Red Wings",20
"11165",2018-12-11,"Detroit Red Wings",17
"11166",2018-12-12,"Detroit Red Wings",18
"11167",2018-12-13,"Detroit Red Wings",18
"11168",2018-12-14,"Detroit Red Wings",18
"11169",2018-12-15,"Detroit Red Wings",19
"11170",2018-12-16,"Detroit Red Wings",21
"11171",2018-12-17,"Detroit Red Wings",21
"11172",2018-12-18,"Detroit Red Wings",22
"11173",2018-12-19,"Detroit Red Wings",23
"11174",2018-12-20,"Detroit Red Wings",23
"11175",2018-12-21,"Detroit Red Wings",21
"11176",2018-12-22,"Detroit Red Wings",21
"11177",2018-12-23,"Detroit Red Wings",21
"11178",2018-12-27,"Detroit Red Wings",21
"11179",2018-12-28,"Detroit Red Wings",22
"11180",2018-12-29,"Detroit Red Wings",22
"11181",2018-12-30,"Detroit Red Wings",23
"11182",2018-12-31,"Detroit Red Wings",23
"11183",2019-01-01,"Detroit Red Wings",23
"11184",2019-01-02,"Detroit Red Wings",23
"11185",2019-01-03,"Detroit Red Wings",23
"11186",2019-01-04,"Detroit Red Wings",24
"11187",2019-01-05,"Detroit Red Wings",24
"11188",2019-01-06,"Detroit Red Wings",24
"11189",2019-01-07,"Detroit Red Wings",24
"11190",2019-01-08,"Detroit Red Wings",24
"11191",2019-01-09,"Detroit Red Wings",24
"11192",2019-01-10,"Detroit Red Wings",25
"11193",2019-01-11,"Detroit Red Wings",27
"11194",2019-01-12,"Detroit Red Wings",27
"11195",2019-01-13,"Detroit Red Wings",26
"11196",2019-01-14,"Detroit Red Wings",26
"11197",2019-01-15,"Detroit Red Wings",27
"11198",2019-01-16,"Detroit Red Wings",24
"11199",2019-01-17,"Detroit Red Wings",25
"11200",2019-01-18,"Detroit Red Wings",25
"11201",2019-01-19,"Detroit Red Wings",26
"11202",2019-01-20,"Detroit Red Wings",27
"11203",2019-01-21,"Detroit Red Wings",27
"11204",2019-01-22,"Detroit Red Wings",28
"11205",2019-01-23,"Detroit Red Wings",26
"11206",2019-01-28,"Detroit Red Wings",26
"11207",2019-01-29,"Detroit Red Wings",27
"11208",2019-01-30,"Detroit Red Wings",27
"11209",2019-01-31,"Detroit Red Wings",27
"11210",2019-02-01,"Detroit Red Wings",27
"11211",2019-02-02,"Detroit Red Wings",27
"11212",2019-02-03,"Detroit Red Wings",27
"11213",2019-02-04,"Detroit Red Wings",27
"11214",2019-02-05,"Detroit Red Wings",27
"11215",2019-02-06,"Detroit Red Wings",28
"11216",2019-02-07,"Detroit Red Wings",28
"11217",2019-02-08,"Detroit Red Wings",29
"11218",2019-02-09,"Detroit Red Wings",29
"11219",2019-02-10,"Detroit Red Wings",29
"11220",2019-02-11,"Detroit Red Wings",30
"11221",2019-02-12,"Detroit Red Wings",30
"11222",2019-02-13,"Detroit Red Wings",27
"11223",2019-02-14,"Detroit Red Wings",28
"11224",2019-02-15,"Detroit Red Wings",26
"11225",2019-02-16,"Detroit Red Wings",26
"11226",2019-02-17,"Detroit Red Wings",26
"11227",2019-02-18,"Detroit Red Wings",27
"11228",2019-02-19,"Detroit Red Wings",27
"11229",2019-02-20,"Detroit Red Wings",27
"11230",2019-02-21,"Detroit Red Wings",27
"11231",2019-02-22,"Detroit Red Wings",29
"11232",2019-02-23,"Detroit Red Wings",29
"11233",2019-02-24,"Detroit Red Wings",29
"11234",2019-02-25,"Detroit Red Wings",29
"11235",2019-02-26,"Detroit Red Wings",29
"11236",2019-02-27,"Detroit Red Wings",29
"11237",2019-02-28,"Detroit Red Wings",29
"11238",2019-03-01,"Detroit Red Wings",29
"11239",2019-03-02,"Detroit Red Wings",29
"11240",2019-03-03,"Detroit Red Wings",30
"11241",2019-03-04,"Detroit Red Wings",30
"11242",2019-03-05,"Detroit Red Wings",30
"11243",2019-03-06,"Detroit Red Wings",29
"11244",2019-03-07,"Detroit Red Wings",29
"11245",2019-03-08,"Detroit Red Wings",29
"11246",2019-03-09,"Detroit Red Wings",29
"11247",2019-03-10,"Detroit Red Wings",29
"11248",2019-03-11,"Detroit Red Wings",29
"11249",2019-03-12,"Detroit Red Wings",29
"11250",2019-03-13,"Detroit Red Wings",29
"11251",2019-03-14,"Detroit Red Wings",29
"11252",2019-03-15,"Detroit Red Wings",29
"11253",2019-03-16,"Detroit Red Wings",29
"11254",2019-03-17,"Detroit Red Wings",29
"11255",2019-03-18,"Detroit Red Wings",29
"11256",2019-03-19,"Detroit Red Wings",29
"11257",2019-03-20,"Detroit Red Wings",29
"11258",2019-03-21,"Detroit Red Wings",29
"11259",2019-03-22,"Detroit Red Wings",29
"11260",2019-03-23,"Detroit Red Wings",29
"11261",2019-03-24,"Detroit Red Wings",29
"11262",2019-03-25,"Detroit Red Wings",29
"11263",2019-03-26,"Detroit Red Wings",29
"11264",2019-03-27,"Detroit Red Wings",29
"11265",2019-03-28,"Detroit Red Wings",29
"11266",2019-03-29,"Detroit Red Wings",28
"11267",2019-03-30,"Detroit Red Wings",28
"11268",2019-03-31,"Detroit Red Wings",28
"11269",2019-04-01,"Detroit Red Wings",27
"11270",2019-04-02,"Detroit Red Wings",27
"11271",2019-04-03,"Detroit Red Wings",27
"11272",2019-04-04,"Detroit Red Wings",27
"11273",2019-04-05,"Detroit Red Wings",27
"11274",2019-04-06,"Detroit Red Wings",27
"11275",2019-10-02,"Detroit Red Wings",0
"11276",2019-10-03,"Detroit Red Wings",6
"11277",2019-10-04,"Detroit Red Wings",15
"11278",2019-10-05,"Detroit Red Wings",18
"11279",2019-10-06,"Detroit Red Wings",13
"11280",2019-10-07,"Detroit Red Wings",4
"11281",2019-10-08,"Detroit Red Wings",6
"11282",2019-10-09,"Detroit Red Wings",9
"11283",2019-10-10,"Detroit Red Wings",9
"11284",2019-10-11,"Detroit Red Wings",5
"11285",2019-10-12,"Detroit Red Wings",6
"11286",2019-10-13,"Detroit Red Wings",11
"11287",2019-10-14,"Detroit Red Wings",13
"11288",2019-10-15,"Detroit Red Wings",13
"11289",2019-10-16,"Detroit Red Wings",16
"11290",2019-10-17,"Detroit Red Wings",16
"11291",2019-10-18,"Detroit Red Wings",20
"11292",2019-10-19,"Detroit Red Wings",22
"11293",2019-10-20,"Detroit Red Wings",22
"11294",2019-10-21,"Detroit Red Wings",22
"11295",2019-10-22,"Detroit Red Wings",24
"11296",2019-10-23,"Detroit Red Wings",26
"11297",2019-10-24,"Detroit Red Wings",26
"11298",2019-10-25,"Detroit Red Wings",27
"11299",2019-10-26,"Detroit Red Wings",27
"11300",2019-10-27,"Detroit Red Wings",28
"11301",2019-10-28,"Detroit Red Wings",28
"11302",2019-10-29,"Detroit Red Wings",28
"11303",2019-10-30,"Detroit Red Wings",24
"11304",2019-10-31,"Detroit Red Wings",24
"11305",2019-11-01,"Detroit Red Wings",24
"11306",2019-11-02,"Detroit Red Wings",24
"11307",2019-11-03,"Detroit Red Wings",27
"11308",2019-11-04,"Detroit Red Wings",28
